Site Code,Mid-depth,MDS code old,MDS code,?Eugaimardia sp_,Agatha simplex,Alaba monile,Alaba translucida,Alvania (alvania) fasciata,Amphithalamus obesus,Ascorbis victoriae,Asperdaphne sp,Assiminea tasmanica,Austrocochlea brevis,Austrocochlea odontis,Austromitra analogica,Austrorissopsis consobrina,Bankivia fasciata,Bassina disjecta,Belloliva brazieri,Bembicium melanostomum (check),Bittium granarium,Biv AK,Biv AP,Biv CP,Biv CT,Biv CV,Biv D,Biv DB,Biv DM,Biv DO,Biv DS,Biv DT,Biv EF,Biv EG,Biv EP,Biv EY,Biv FA,Callista (Notocallista) diemenensis,Cardita excavata,cf Benthoxystus petterdi,cf Mesoginella pygmaeoides,cf Nuculana (Scaeoleda) comita,Chemnitzia mariae,Clanculus sp_,Clathrus minora,Colpospira (Ctenocolpus) australis,Corbula (Varicorbula) gibba,Crassitoniella erratica erratica,Cratis new species,Cuspidaria brazieri  (check),Dentimitrella sp,Diala suturalis,Diplodonta tasmanica,Divalucina cumingi,Dolicrossea labiata,Dosinia caerulea,Dosinia crocea (check),Dosinia victoriae,Electroma (Electroma) georgiana,Epicodakia tatei,Equichlamys bifrons,Ethminolia mayi,Etrema denseplicata,Fossarina (Minopa) legrandi,Fossarina (Minopa) tasmanica,Friginatica beddomei,Fulvia tenuicostata,Fusinus novohollandiae,Gari (Gari) livida,Gast_ AU,Gast_ DW,Gastrochaena (Gastrochaena) tasmanica,Gazameda gunnii,Guraleus sp,Hemitoma subemarginata,Hiatella australis,Irus (Irus) carditoides,Katelysia rhytiphora,Katelysia scalarina,Kellia sp_,Lasaea australis,Laternula spp or Periploma (Offadesma) angasi,Leionucula sp,Lepsiella vinosa (check),Limpets,Lironoba australis,Litozamia brazieri,Mactra (Electomactra) antecedens,Maoricolpus roseus,Melliteryx acupuncta,Mimachlamys asperrima,Mitrella tayloriana?,Montacuta semiradiata,Musculus sp,Mussels,Myadora sp_,Myrtea (Myrtea) mayi,Myrtea botanica?,Mysella cf_ lactea,Mysella donaciformis,Nassarius nigellus,Nassarius pauperatus,Neilo australis,Nemocardium (Pratulum) thetidis,Nozeba topaziaca,Nucula sp,Nuculana (Propeleda) ensicula,Nuculana crassa,Operculum A,Ostrea angasi,Paphies (Atactodea) erycinaea,Parathyasira cf resupina,Passmaditta cf jungermanniae,Pecten fumatus,Penion mandarinus,Petricola (Velargilla) rubiginosa,Phasianella australis,Phasianotrochus rutilus,Philine angasi,Philine sp or retusa sp?,Pisinna sp,Placamen placidum,Plesiotrochus monachus,Polinices (Glossaulax) didyma,Pseudamycla miltostoma,Pseudamycla sp,Pterynotis triformis,Pyrgiscus fusca,Radiocondyla adelaideana,Raeta pulchella,Retusa sp_,Retusa sp_ 2,Salinator fragilis,Sassia (Cymatiella) verucosa,Scissurella atkinsoni,Seila crocea,Sigapatella calytraeformis,Singuinella pygmaeoides,Sinum zonale,Siphonochelus syringianus,Solamen recens (check),Solen vaginoides,Spisula (Notospisula) trigonella,Syrnola bifasciata,Tahunanina subalata,Tatea rufilabris,Tawera gallinulla,Tellina margaratina,Tellina botanica,Tellina deltoides,Theora lubrica,Theora fragilis,Thracia cf myodoroides,Thyasira adelaideana,Timoclea (Chioneryx) cardioides,Venericardia bimaculata,Venerupis largillierti,Venerupis anomala,Volvulella rostrata (check),Waimatea obscura,Wallucina assimilis,Zafra atkinsoni,Zafra fulgida
IPHC-12,102.5,12_5592,12.11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,10,0,2,22,3,0,0,0,0,3,0,0,0,44,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,5,0,0,9,1,0,0,0,0,0,0,0
IPHC-13,2.5,13_12,13.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IPHC-13,12.5,13_61,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0
IPHC-13,22.5,13_100,13.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0
IPHC-13,32.5,13_>100-1,13.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0
IPHC-13,42.5,13_>100-2,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,0,23,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,25,14,0,10,4,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,0,0,0,0,0,0,86,0,0,0,0,0,2,0,0
IPHC-13,52.5,13_>100-3,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,57,0,1,0,0,0,0,0,0,21,0,1,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,3,32,1,0,8,2,0,0,1,0,0,0,0,0,12,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,60,0,0,1,0,0,0,0,0
IPHC-13,62.5,13_>6990,13.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,39,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,2,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0
IPHC-15,2.5,15_6,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,0,0,0,8,0,0,0,0,0,0,0,0
IPHC-15,12.5,15_32,15.2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,13,0,0,17,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,33,7,0,2,0,0,0,0,0
IPHC-15,22.5,15_74,15.3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,6,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,5,0,0,0,0,9,0,0,26,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,2,1,0,47,6,0,0,0,0,0,0,0
IPHC-15,32.5,15_97,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,60,0,0,0,1,0,0,4,0,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0,0,4,0,0,47,1,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,4,54,3,0,0,0,0,0,0,0
IPHC-15,42.5,15_120,15.5,0,0,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,53,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,2,0,222,0,0,4,1,1,0,10,0,0,0,1,0,0,0,14,0,0,4,0,41,0,0,1,14,46,0,0,241,12,1,1,0,0,0,0,0,0,27,0,3,0,0,0,0,2,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,11,7,505,7,0,0,0,0,0,0,0
IPHC-15,52.5,15_>120-1,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,43,0,1,0,0,4,1,0,0,3,0,2,0,0,0,0,0,15,0,7,0,0,0,0,4,0,166,0,0,1,0,0,0,9,0,0,0,1,0,0,0,7,0,0,0,0,19,0,0,11,4,41,0,0,121,8,3,4,0,0,0,0,0,0,18,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,319,14,0,0,0,0,3,0,0
IPHC-15,62.5,15_>120-2,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,1,0,1,0,8,0,0,0,0,0,0,0,26,3,1,0,0,0,0,7,0,171,0,0,0,0,0,0,5,0,1,0,0,0,0,4,1,0,0,3,0,25,1,0,4,8,34,0,0,137,4,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,4,3,253,14,0,0,0,0,9,0,0
IPHC-15,72.5,15_3541,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,20,0,1,0,4,1,2,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0,0,0,4,0,102,0,0,0,0,0,5,8,0,4,0,0,0,0,0,0,0,0,1,0,15,0,0,6,3,27,0,0,86,3,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,9,3,237,10,0,0,0,0,6,0,0
IPHC-15,82.5,15_>3541-1,15.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,39,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,4,10,0,0,25,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,1,65,7,0,0,0,0,0,0,0
IPHC-15,92.5,15_>3541-2,15.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
IPHC-15,102.5,15_>3541-3,15.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
IPHC-17,2.5,17_7,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-17,12.5,17_31,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-17,22.5,17_43,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
IPHC-17,32.5,17_56,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
IPHC-17,42.5,17_68,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,11,0,0,1,0,0,0,0,0
IPHC-17,52.5,17_100,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,1,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,3,0,36,3,0,0,0,0,0,1,0,1,0,0,1,0,0,11,0,0,0,0,0,0,0,3,0,12,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,99,7,0,3,0,0,0,0,0
IPHC-17,62.5,17_320,17.7,0,0,0,0,3,0,0,0,0,0,0,6,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,10,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,86,3,0,0,0,0,0,0,0,2,0,3,0,0,0,48,0,0,0,4,2,0,0,12,0,15,0,0,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,133,5,0,14,0,0,1,0,0
IPHC-17,72.5,17_>320-1,17.8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,20,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,49,0,0,1,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,5,5,148,0,0,0,0,1,0,6,0,11,0,1,1,0,0,64,0,0,0,0,6,0,0,25,0,23,0,0,10,2,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0,0,1,2,2,0,16,5,0,0,0,0,0,184,20,0,8,1,0,0,0,0
IPHC-17,82.5,17_>320-2,17.9,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,126,0,0,3,0,0,0,2,0,2,0,3,0,0,0,19,1,0,0,0,0,0,5,4,78,0,0,0,0,0,0,5,0,8,1,2,0,0,5,71,0,0,0,0,5,0,0,15,0,11,0,0,5,0,0,0,0,0,0,0,0,0,21,3,1,0,0,1,0,48,0,0,0,0,0,0,0,5,0,15,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,30,4,0,0,0,0,0,167,27,0,3,3,1,1,0,0
IPHC-17,92.5,17_>320-3,17.10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,58,0,0,0,0,0,0,7,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,4,83,0,0,0,0,0,0,1,0,3,0,3,0,0,0,28,0,0,0,0,3,0,0,12,0,8,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,73,11,0,3,0,1,0,0,0
IPHC-17,102.5,17_1612,17.11,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,176,0,0,0,0,0,0,18,0,6,0,0,0,0,0,21,0,0,0,0,2,0,1,2,184,0,0,0,0,2,0,1,0,7,0,5,1,0,4,48,1,0,1,0,1,0,0,16,0,50,0,0,10,2,0,0,0,0,0,0,0,0,49,8,0,0,0,0,0,72,0,0,0,2,0,0,1,0,0,1,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,314,20,0,4,1,3,1,0,0
IPHC-18,2.5,18_2,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-18,12.5,18_10,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-18,22.5,18_18,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-18,32.5,18_26,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-18,42.5,18_34,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-18,52.5,18_41,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
