Site Code,Faunal mid-depth,MDS code old,MDS code,Agatha simplex,Alaba monile,Alaba translucida,Assiminea tasmanica,Austrocochlea sp,Bankivia fasciatus,Bassina disjecta,Bittium granarium,Biv APA,Biv CP,Biv CV,Biv D,Biv EP,Biv ET,Biv EW,Biv FB,Biv FC,Biv FE,Biv FI,Biv FJ,Biv FK,Biv Z,Callista (Notocallista) diemenensis,Cardita excavata,Chemnitzia mariae,Bembicium sp,Clanculus sp_,Corbula (Varicorbula) gibba,Crassostrea gigas,Cuspidaria brazieri  (check),Diala suturalis,Dolicrossea labiata,Dosinia caerulea,Dosinia crocea (check),Dosinia victoriae,Electroma (Electroma) georgiana,Equichlamys bifrons,Fulvia tenuicostata,Fusinus novohollandiae,Gast EI,Gast EJ,Gast_ E,Gast_ EC,Gast_ ED,Gast_ EF,Gast_ EH,Gastrochaena (Gastrochaena) tasmanica,Gazameda gunnii,Guraleus alucinans,Hemitoma subemarginata,Hiatella australis,Hydrococcus brazieri,Isotriphora sp,Katelysia rhytiphora,Katelysia scalarina,Lasaea australis,Laternula spp or Periploma (Offadesma) angasi,Leionucula obliqua,Limpet A,Limpet D,Litozamia brazieri,Mactra (Electomactra) antecedens,Maoricolpus roseus,Melliteryx acupuncta,Mimachlamys asperrima,Miralda suprasculpta,Mitrella tayloriana?,Musculus sp_,Myadora sp_,Myrtea (Myrtea) mayi,Mysella cf_ lactea,Mysella donaciformis,Nassarius nigellus,Nassarius pauperatus,Nemocardium (Pratulum) thetidis,Nozeba topaziaca,Nucula coura?,Odostomia occultidens,Ostrea angasi,Paphies (Atactodea) erycinaea,Parathyasira cf resupina,Pecten fumatus,Penion mandarinus,Petricola (Velargilla) rubiginosa,Phasianotrochus rutilus,Philine angasi ,Philine sp or retusa sp?,Placamen placidum,Pyrgiscus fusca,Retusa sp_,Scissurella atkinsoni,Seila crocea,Spisula (Notospisula) trigonella,Syrnola bifasciata,Tahunanina subalata,Tellina (Macomona) margaratina,Tellina deltoides,Theora lubrica,Theora fragilis,Thracia cf myodoroides,Thyasira adelaideana (fragments?),Timoclea (Chioneryx) cardioides,Venericardia bimaculata,Venerupis largillierti,Venerupis anomala,Volvulella rostrata (check),Wallucina assimilis,Zafra atkinsoni,Zalapais inscripta? 
IPHC-28,22.5,28_55,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,7,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,4,1,0,0,33,3,0,0,0,0,0,0
IPHC-28,32.5,28_80,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,6,0,6,1,0,0,1,0,0,6,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,2,39,1,0,0,0,0,0,0
IPHC-28,42.5,28_>80-1,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,0,8,2,0,0,2,0,0,12,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,0,1,0,1,30,0,0,0,0,0,0,0
IPHC-28,52.5,28_>80-2,28.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,7,1,0,0,3,0,0,6,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,29,0,0,0,0,0,0,0
IPHC-28,62.5,28_>80-3,28.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,2,0,0,0,0,1,3,0,3,0,0,0,0,0,3,0,0,1,0,0,7,0,0,0,0,0,0,0
IPHC-28,72.5,28_>80-4,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
IPHC-28,82.5,28_>80-5,28.9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
IPHC-29,2.5,29_6,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0
IPHC-29,12.5,29_30,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,1,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,6,2,0,1,61,3,0,0,0,0,0,0
IPHC-29,22.5,29_53,29.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,8,3,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,2,0,13,1,0,0,0,0,0,7,0,0,0,0,0,8,0,1,0,0,0,0,0,2,0,0,4,0,1,87,9,0,0,0,0,0,0
IPHC-29,32.5,29_95,29.4,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,1,0,0,0,30,4,0,0,0,0,8,0,76,0,0,0,0,0,0,0,0,0,1,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,1,11,0,0,6,3,0,54,3,0,0,3,0,0,11,0,0,0,0,0,19,0,0,0,3,0,0,0,1,0,0,7,0,9,173,19,0,0,0,0,1,0
IPHC-29,42.5,29_>95-1,29.5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,21,18,1,0,0,4,12,0,65,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,4,0,32,3,0,0,4,0,0,27,0,0,0,0,0,10,0,1,0,3,3,0,0,3,0,0,0,0,0,153,7,0,0,0,0,0,0
IPHC-29,52.5,29_>95-2,29.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,1,3,0,21,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,2,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,3,0,2,39,3,0,0,0,0,0,0
IPHC-29,62.5,29_>95-3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
IPHC-29,72.5,29_>95-4,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
IPHC-29,82.5,29_>95-5,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-30,2.5,30_2,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IPHC-30,12.5,30_9,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0
IPHC-30,22.5,30_40,30.3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,9,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,5,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,0,1,36,1,0,0,0,0,0,0
IPHC-30,32.5,30_50,30.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,9,1,0,0,0,0,2,0,31,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,10,5,12,2,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,3,0,0,3,0,0,45,2,0,0,0,0,0,0
IPHC-30,42.5,30_60,30.5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,6,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,2,22,1,0,0,0,0,0,6,0,0,0,0,2,10,0,2,0,0,1,0,0,8,0,0,6,0,0,65,3,0,0,1,0,0,0
IPHC-30,52.5,30_>60-1,30.6,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,3,0,0,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,3,0,0,0,15,5,25,2,0,0,2,0,0,21,0,0,0,0,1,8,0,7,0,0,0,0,0,3,0,0,5,0,1,51,4,0,0,0,0,0,0
IPHC-30,62.5,30_>60-2,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,10,2,0,0,3,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,2,19,0,0,0,0,0,0,0
IPHC-30,72.5,30_>60-3,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,6,0,0,4,1,0,0,0,0,0,0
IPHC-30,82.5,30_>60-4,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,20,1,0,0,0,0,0,0
IPHC-30,92.5,30_>60-5,30.10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0
IPHC-8,2.5,8_,8.1,0,1,1,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,126,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,0,7,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,7,0,0,1,0,1,8,0,21,0,0,0,26,2,0,0,0,0,0,0
IPHC-8,12.5,8_,8.2,0,6,24,0,0,0,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,15,0,0,0,1002,2,0,0,0,88,19,9,0,0,0,0,0,0,0,0,12,0,3,12,161,0,1,0,0,18,0,0,5,13,0,0,6,18,17,0,0,2,0,0,66,0,27,0,2,0,0,0,26,0,0,2,0,0,8,1,0,0,0,72,0,0,0,0,6,142,0,52,0,0,0,329,4,0,0,1,1,18,0
IPHC-8,22.5,8_,8.3,0,0,3,0,1,0,0,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,588,3,0,0,0,13,5,9,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,1,9,0,13,0,0,0,0,0,4,0,0,5,0,0,0,0,0,1,0,9,0,0,0,0,0,40,0,0,0,0,0,83,1,0,0,0,1,0,0
IPHC-8,32.5,8_,8.4,0,0,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,373,6,0,0,0,19,9,2,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,7,0,0,0,3,0,0,0,1,3,0,0,0,0,0,3,0,7,0,1,0,0,0,2,0,0,6,0,1,1,1,0,0,0,3,3,1,0,0,1,33,0,0,0,7,0,67,1,0,1,0,0,0,0
IPHC-8,42.5,8_,8.5,0,0,2,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,276,0,0,0,0,29,1,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,3,0,0,0,1,0,0,0,3,3,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,2,0,9,0,0,0,0,0,32,2,1,0,0,0,1,0
IPHC-8,52.5,8_,8.6,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,125,0,0,0,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0
IPHC-8,62.5,8_,8.7,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,86,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,1,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0
IPHC-8,72.5,8_,8.8,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,101,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0
IPHC-8,82.5,8_,8.9,0,1,4,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,267,0,0,1,0,61,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,1,0,0,1,0,15,0,0,0,0,0,9,0,0,0,0,2,0,0
IPHC-8,92.5,8_,8.10,0,1,3,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,203,0,0,0,0,25,3,8,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,1,0,0,0,0,26,0,0,0,0,0,8,0,0,0,0,0,0,0
IPHC-8,102.5,8_,8.11,1,0,2,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,104,0,0,0,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0
IPHC-8,112.5,8_,8.12,0,2,0,0,0,0,0,55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,137,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,14,0,0,0,0,0,6,1,0,0,0,1,0,0
IPHC-8,122.5,8_,8.13,0,1,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,230,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,1,0,0,2,0,1,0,1
